product_id,product_name,aisle_id,department_id,aisle,department,full_text,image_url
601,Mineral Water,40,25,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod601_real/300/300
602,Flour,135,22,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod602_real/300/300
603,Pasta,32,47,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod603_real/300/300
604,Premium Coffee,172,2,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod604_real/300/300
605,Cola,25,49,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod605_real/300/300
606,Potato Chips,65,29,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod606_real/300/300
607,Cola,105,8,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod607_real/300/300
608,Premium Coffee,15,7,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod608_real/300/300
609,Cheddar Cheese,27,35,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod609_real/300/300
610,Granola Bar,158,5,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod610_real/300/300
611,Frozen Pizza,45,42,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod611_real/300/300
612,Hair Oil,160,4,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod612_real/300/300
613,Pretzels,164,8,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod613_real/300/300
614,Milk,8,1,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod614_real/300/300
615,Rice,52,10,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod615_real/300/300
616,Tomato Sauce,162,13,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod616_real/300/300
617,Cola,51,36,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod617_real/300/300
618,Butter,185,39,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod618_real/300/300
619,Herbal Tea,156,42,juice nectars,beverages,Herbal Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod619_real/300/300
620,Ice Cream,78,45,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod620_real/300/300
621,Green Tea,129,16,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod621_real/300/300
622,Premium Coffee,12,44,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod622_real/300/300
623,Deodorant,108,29,cold flu allergy,personal care,Deodorant. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod623_real/300/300
624,Green Tea,54,20,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod624_real/300/300
625,Eggs,31,18,yogurt,dairy eggs,Eggs. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod625_real/300/300
626,Yogurt,181,40,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod626_real/300/300
627,Frozen Berries,54,9,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod627_real/300/300
628,Canned Beans,198,35,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod628_real/300/300
629,Frozen Berries,145,6,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod629_real/300/300
630,Frozen Vegetables,121,29,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod630_real/300/300
631,Trail Mix,128,15,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod631_real/300/300
632,Flour,43,18,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod632_real/300/300
633,Flour,165,45,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod633_real/300/300
634,Frozen Berries,11,40,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod634_real/300/300
635,Sports Drink,100,45,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod635_real/300/300
636,Green Tea,20,14,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod636_real/300/300
637,Premium Coffee,83,7,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod637_real/300/300
638,Mineral Water,73,44,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod638_real/300/300
639,Frozen Fries,158,36,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod639_real/300/300
640,Ice Cream,44,28,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod640_real/300/300
641,Pasta,27,39,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod641_real/300/300
642,Sports Drink,146,40,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod642_real/300/300
643,Cream Cheese,184,33,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod643_real/300/300
644,Herbal Tea,85,39,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod644_real/300/300
645,Almond Milk,83,47,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod645_real/300/300
646,Tomato Sauce,83,34,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod646_real/300/300
647,Hand Soap,156,36,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod647_real/300/300
648,Popcorn,69,30,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod648_real/300/300
649,Ice Cream,174,19,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod649_real/300/300
650,Deodorant,115,4,cold flu allergy,personal care,Deodorant. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod650_real/300/300
651,Mineral Water,58,19,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod651_real/300/300
652,Pasta,181,38,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod652_real/300/300
653,Canned Beans,56,33,marinades meat preparation,pantry,Canned Beans. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod653_real/300/300
654,Yogurt,12,30,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod654_real/300/300
655,Premium Coffee,61,17,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod655_real/300/300
656,Fish Sticks,66,16,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod656_real/300/300
657,Cola,111,2,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod657_real/300/300
658,Granola Bar,70,12,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod658_real/300/300
659,Iced Coffee,108,18,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod659_real/300/300
660,Cream Cheese,197,23,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod660_real/300/300
661,Deodorant,48,7,cold flu allergy,personal care,Deodorant. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod661_real/300/300
662,Herbal Tea,133,6,juice nectars,beverages,Herbal Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod662_real/300/300
663,Orange Juice,91,25,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod663_real/300/300
664,Frozen Berries,89,23,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod664_real/300/300
665,Ice Cream,183,1,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod665_real/300/300
666,Pretzels,173,37,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod666_real/300/300
667,Frozen Pizza,66,12,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod667_real/300/300
668,Frozen Fries,92,7,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod668_real/300/300
669,Pasta,94,13,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod669_real/300/300
670,Iced Coffee,16,3,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod670_real/300/300
671,Cola,159,32,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod671_real/300/300
672,Shampoo,51,10,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod672_real/300/300
673,Vegan Snack,183,12,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod673_real/300/300
674,Fish Sticks,43,23,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod674_real/300/300
675,Olive Oil,148,31,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod675_real/300/300
676,Cream Cheese,168,47,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod676_real/300/300
677,Sports Drink,40,25,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod677_real/300/300
678,Green Tea,80,24,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod678_real/300/300
679,Almond Milk,193,2,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod679_real/300/300
680,Frozen Fries,109,21,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod680_real/300/300
681,Frozen Berries,32,9,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod681_real/300/300
682,Sports Drink,177,11,juice nectars,beverages,Sports Drink. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod682_real/300/300
683,Fish Sticks,58,33,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod683_real/300/300
684,Vegan Snack,65,10,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod684_real/300/300
685,Flour,83,29,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod685_real/300/300
686,Hair Oil,6,23,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod686_real/300/300
687,Vegan Snack,151,22,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod687_real/300/300
688,Mineral Water,104,42,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod688_real/300/300
689,Sports Drink,87,43,tea,beverages,Sports Drink. tea aisle. beverages department.,https://picsum.photos/seed/prod689_real/300/300
690,Orange Juice,41,9,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod690_real/300/300
691,Face Wash,13,30,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod691_real/300/300
692,Frozen Vegetables,197,12,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod692_real/300/300
693,Sugar,15,15,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod693_real/300/300
694,Mineral Water,60,6,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod694_real/300/300
695,Orange Juice,190,27,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod695_real/300/300
696,Cream Cheese,152,31,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod696_real/300/300
697,Face Wash,5,38,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod697_real/300/300
698,Ice Cream,65,14,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod698_real/300/300
699,Premium Coffee,98,29,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod699_real/300/300
700,Frozen Pizza,45,41,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod700_real/300/300
701,Fish Sticks,164,15,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod701_real/300/300
702,Sugar,168,11,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod702_real/300/300
703,Fish Sticks,22,12,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod703_real/300/300
704,Green Tea,100,17,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod704_real/300/300
705,Sugar,13,40,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod705_real/300/300
706,Orange Juice,50,7,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod706_real/300/300
707,Cream Cheese,122,20,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod707_real/300/300
708,Frozen Pizza,130,44,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod708_real/300/300
709,Frozen Berries,110,33,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod709_real/300/300
710,Tomato Sauce,195,20,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod710_real/300/300
711,Sour Cream,19,5,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod711_real/300/300
712,Iced Coffee,155,50,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod712_real/300/300
713,Rice,1,38,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod713_real/300/300
714,Iced Coffee,187,18,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod714_real/300/300
715,Sports Drink,121,3,tea,beverages,Sports Drink. tea aisle. beverages department.,https://picsum.photos/seed/prod715_real/300/300
716,Yogurt,78,4,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod716_real/300/300
717,Frozen Fries,159,9,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod717_real/300/300
718,Cheddar Cheese,187,18,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod718_real/300/300
719,Trail Mix,125,25,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod719_real/300/300
720,Pretzels,118,10,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod720_real/300/300
721,Cola,88,29,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod721_real/300/300
722,Frozen Vegetables,106,33,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod722_real/300/300
723,Milk,126,25,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod723_real/300/300
724,Eggs,3,27,yogurt,dairy eggs,Eggs. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod724_real/300/300
725,Sour Cream,146,50,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod725_real/300/300
726,Fish Sticks,107,40,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod726_real/300/300
727,Chocolate Bar,163,10,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod727_real/300/300
728,Yogurt,76,30,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod728_real/300/300
729,Green Tea,174,10,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod729_real/300/300
730,Flour,107,4,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod730_real/300/300
731,Ice Cream,91,44,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod731_real/300/300
732,Ice Cream,6,18,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod732_real/300/300
733,Iced Coffee,52,34,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod733_real/300/300
734,Tomato Sauce,72,33,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod734_real/300/300
735,Sour Cream,75,11,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod735_real/300/300
736,Green Tea,41,47,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod736_real/300/300
737,Frozen Vegetables,78,19,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod737_real/300/300
738,Tomato Sauce,61,47,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod738_real/300/300
739,Frozen Berries,120,26,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod739_real/300/300
740,Iced Coffee,188,39,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod740_real/300/300
741,Trail Mix,167,2,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod741_real/300/300
742,Vegan Snack,162,29,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod742_real/300/300
743,Olive Oil,195,25,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod743_real/300/300
744,Sports Drink,29,30,tea,beverages,Sports Drink. tea aisle. beverages department.,https://picsum.photos/seed/prod744_real/300/300
745,Vegan Snack,184,43,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod745_real/300/300
746,Frozen Vegetables,185,17,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod746_real/300/300
747,Toothpaste,37,7,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod747_real/300/300
748,Canned Beans,8,15,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod748_real/300/300
749,Gluten-Free Bread,176,44,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod749_real/300/300
750,Pasta,79,41,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod750_real/300/300
751,Olive Oil,36,17,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod751_real/300/300
752,Milk,71,35,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod752_real/300/300
753,Orange Juice,103,11,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod753_real/300/300
754,Frozen Fries,55,33,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod754_real/300/300
755,Face Wash,23,10,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod755_real/300/300
756,Hand Soap,58,37,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod756_real/300/300
757,Toothpaste,122,29,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod757_real/300/300
758,Milk,138,38,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod758_real/300/300
759,Iced Coffee,3,28,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod759_real/300/300
760,Face Wash,68,29,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod760_real/300/300
761,Frozen Pizza,178,16,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod761_real/300/300
762,Rice,63,12,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod762_real/300/300
763,Tomato Sauce,39,15,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod763_real/300/300
764,Herbal Tea,32,49,juice nectars,beverages,Herbal Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod764_real/300/300
765,Frozen Berries,60,49,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod765_real/300/300
766,Frozen Fries,152,12,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod766_real/300/300
767,Toothpaste,157,31,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod767_real/300/300
768,Popcorn,19,11,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod768_real/300/300
769,Frozen Berries,66,36,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod769_real/300/300
770,Deodorant,180,31,cold flu allergy,personal care,Deodorant. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod770_real/300/300
771,Orange Juice,19,47,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod771_real/300/300
772,Premium Coffee,176,42,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod772_real/300/300
773,Pasta,53,35,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod773_real/300/300
774,Vegan Snack,65,45,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod774_real/300/300
775,Cola,28,13,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod775_real/300/300
776,Organic Juice,119,22,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod776_real/300/300
777,Almond Milk,3,43,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod777_real/300/300
778,Ice Cream,144,30,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod778_real/300/300
779,Canned Beans,151,10,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod779_real/300/300
780,Shampoo,193,50,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod780_real/300/300
781,Eggs,47,33,yogurt,dairy eggs,Eggs. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod781_real/300/300
782,Potato Chips,137,25,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod782_real/300/300
783,Gluten-Free Bread,49,17,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod783_real/300/300
784,Yogurt,136,36,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod784_real/300/300
785,Frozen Pizza,166,19,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod785_real/300/300
786,Cheddar Cheese,23,45,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod786_real/300/300
787,Frozen Fries,61,23,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod787_real/300/300
788,Sour Cream,163,39,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod788_real/300/300
789,Olive Oil,55,36,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod789_real/300/300
790,Gluten-Free Bread,171,48,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod790_real/300/300
791,Sugar,178,45,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod791_real/300/300
792,Ice Cream,104,16,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod792_real/300/300
793,Cola,45,25,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod793_real/300/300
794,Gluten-Free Bread,23,45,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod794_real/300/300
795,Sports Drink,78,44,tea,beverages,Sports Drink. tea aisle. beverages department.,https://picsum.photos/seed/prod795_real/300/300
796,Frozen Berries,88,47,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod796_real/300/300
797,Vegan Snack,123,31,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod797_real/300/300
798,Cheddar Cheese,141,48,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod798_real/300/300
799,Vegan Snack,152,46,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod799_real/300/300
